허가기관명,시군명,용도,세부용도,사업상태,발전소명,소재지도로명주소,소재지지번주소,설비용량(KW),공급전압(V),주파수(Hz),사업허가일자,사업개시예정일자,사업개시일자,소요부지면적(㎡),집광판면적(㎡),위도,경도,설치위치구분,지목,비고,데이터기준일자
이천시,이천시,전기사업용,발전사업용,사업허가,지정철 태양광발전소,,경기도 이천시 신둔면 도암리 1305번지 1호,52.29,380,60,2020-02-07,,,,,37.32048026,127.4386352,건물,대지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,지정철 태양광발전소,경기도 이천시 신둔면 도암리 1305번지 1호,,52.29,380,60,2020-02-24,2021-08-16,2020-05-26,,,37.32060189,127.4385978,이천시 신둔면 도암리 1305-1,,"대지, 준공업지역, 지적 488.2 사용면적 273, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,지환 태양광발전소,"경기도 이천시 설성면 장능리 699번지 7호 , 산182-6",,99.4,380,60,2018-08-28,2021-08-27,2019-07-26,,,37.11712588,127.5102376,"이천시 설성면 장능리 699-7, 산182-6",,"전, 임야, 생산관리지역, 지적9,881㎡, 설치1,400㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,진서 태양광발전소,"경기도 이천시 모가면 양평리 518번지 1호 ,519-1",,99,380,60,2019-10-14,2021-04-05,2020-07-22,,,37.1689248,127.4993242,"이천시 모가면 양평리 518-1,519-1",,"답, 농림지역,농업진흥구역, 지적 2,010㎡, 건축면적 396㎡, 수평투영 526.42㎡, 버섯재배사 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,진선일태양광발전소,경기도 이천시 율면 신추리 546번지 8호,,43.2,220,60,2017-06-26,2020-06-25,,,,,,이천시 율면,,"보전관리지역,  전,  지적면적 : 624㎡,  수평투영면적 : 248.7㎡,  토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,진우 태양광발전소,"경기도 이천시 율면 산양리 183번지 ,185,187-5",,99.83,380,60,2018-01-11,2021-01-10,2019-12-12,,,37.06049406,127.525016,이천시 율면,,"생산관리지역, 답, 지적 4,374  사용 1,348  토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,진우태양광발전소,경기도 이천시 신둔면 원적로529번길 402,,28,220,60,2007-01-30,2010-01-29,2009-04-21,,,37.33965565,127.4442304,신둔면,,,2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,진유1태양광발전소,,경기도 이천시 설성면 장천리 35-33,99.36,380,60,2018-03-19,,2019-09-23,,,37.15623576,127.5297938,농지,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,진유1태양광발전소,경기도 이천시 설성면 장천리 35번지 33호,,99.36,380,60,2018-03-19,2021-03-18,2019-08-26,,,37.1563154,127.5301208,이천시 설성면,,"답, 계획관리지역, 지적 2,169 설치 1,107  토지 위 99.36kw",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,진유2태양광발전소,,경기도 이천시 설성면 장천리 35-33,99.36,380,60,2018-03-19,,2019-09-23,,,37.15623576,127.5297938,부지,대지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,진유2태양광발전소,경기도 이천시 설성면 장능리 35번지 33호,,99.36,380,60,2018-03-19,2021-03-18,2019-08-26,,,37.12087501,127.5387303,이천시 설성면,,"답, 계획관리지역, 지적 2,169 설치 1,062  토지 위 99.36kw",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,진재솔라,,"경기도 이천시 율면 신추리 900-4,-5",98.55,380,60,2018-11-09,2021-11-08,,,,37.0960709,127.5180386,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,진재솔라,"경기도 이천시 율면 신추리 900번지 4호 ,900-5",,98.55,380,60,2018-11-09,2021-11-08,2019-08-26,,,37.0960709,127.5180386,"이천시 율면 신추리 900-4,-5",,"전, 계획관리지역, 지적 8,504㎡, 설치면적 1,115㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,차원 태양광발전소,경기도 이천시 설성면 설성로254번길 82,,99.9,380,60,2021-03-23,2022-09-23,,,,37.14517499,127.5390624,설성면 설성로 254번길 82,,"전, 계획관리지역, 건축 536㎡, 설치 472.8㎡",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,찬수발전소,경기도 이천시 율면 신추리 900번지 4호,,98.55,380,60,2018-11-09,2021-11-08,2019-08-01,,,,,이천시 율면 신추리 900-4,,"전, 계획관리지역, 지적 4,157㎡, 설치면적 1,115㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,찬수발전소,,경기도 이천시 율면 신추리 900-4,98.55,380,60,2018-11-09,,2019-11-21,,,37.0960709,127.5180386,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,공사진행,참살이1호 태양광발전소,경기도 이천시 대월면 대월로373번길 328-48,,98.28,380,60,2022-02-23,2023-08-22,,,,37.19890508,127.4863653,건물 위,,"답, 농림지역, 비행안전제2구역, 건축면적 785.4㎡, 설치면적 785.4㎡ (1,2동 건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,공사진행,참살이2호 태양광발전소,경기도 이천시 대월면 대월로373번길 328-48,,98.28,380,60,2022-02-23,2023-08-22,,,,37.19890508,127.4863653,건물 위,,"답, 농림지역, 비행안전제2구역, 건축면적 785.4㎡, 설치면적 785.4㎡ (3,4동 건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,창규 태양광발전소,,경기도 이천시 백사면 송말리 594번지 1호,87.6,380,60,2019-06-04,2020-11-24,,,,37.34533685,127.4799937,건물,목장,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,창규 태양광발전소,경기도 이천시 백사면 송말리 594번지 1호,,87.6,380,60,2019-06-04,2020-11-24,2020-01-31,,,,,이천시 백사면 송말리 594-1,,"목장용지, 농림,농업진흥구역, 지적 1,550㎡ 건축신청 851.2㎡ 수평투영 478.56㎡건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,창성 태양광발전소,,"경기도 이천시 고담동 477번지 18호 , 477-7",133.2,380,60,2019-03-07,,2019-10-17,,,37.2399555,127.4523991,건물,공장,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,창성 태양광발전소,"경기도 이천시 고담동 477번지 18호 , 477-7",,70.55,380,60,2019-03-07,2020-08-28,2019-10-02,,,37.2399555,127.4523991,이천시 고담동 477-18(건물 위),,"공장용지, 도시지역,자연녹지지역, 지적2,449㎡, 설치559.76㎡, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,창성제2 태양광발전소,,경기도 이천시 고담동 477번지 7호,56.03,380,60,2019-06-13,,2019-10-17,,,37.23946886,127.4526925,건,공장,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,창성제2 태양광발전소,경기도 이천시 고담동 477번지 7호,,56.03,380,60,2019-06-13,2020-12-03,2019-10-02,,,37.24077663,127.4517069,이천시 고담동 477-7,,"공장용지, 도시지역, 자연녹지지역, 지적 2,300㎡, 설치 457.92㎡, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,천군 태양광발전소,경기도 이천시 모가면 사실로 1048-52,,88.84,380,60,2022-05-16,2023-11-15,,,,37.20152824,127.4519274,건물 위,,"목장용지,계획관리지역,비행안전제2구역, 건축면적 467㎡, 설치면적 419㎡ (건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가취소,천안 태양광발전소,경기도 이천시 장호원읍 방추리 산 51번지,,97.2,380,60,2018-08-08,2021-08-07,,,,37.12404325,127.5760658,이천시 장호원읍 방추리 산51,,"임야, 관리지역, 지적 10,827㎡, 설치 1,574㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,허가취소,천안 태양광발전소,,경기도 이천시 장호원읍 방추리 산51,97.2,380,60,2018-08-08,,,,,37.12404325,127.5760658,임야,임야,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업허가,청강1호기 태양광발전소,,"경기도 이천시 설성면 장천리 717번지 2동, 3동 건물 위(작물재배사)",97.5,380,60,2020-02-05,,,,,,,건물,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,청강1호기 태양광발전소,"경기도 이천시 설성면 장천리 717번지 2동, 3동 건물 위(작물재배사)",,97.5,380,60,2020-02-07,2021-07-30,2020-08-10,,,,,이천시 설성면 장천리 717 2동3동 작물재배사 건물 위,,"전, 농림지역, 농업보호구역, 지적 4,736.4 설치 584.1  작물재배사 2.3동 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,청강2호기 태양광발전소,"경기도 이천시 설성면 장천리 717번지 1동, 4동, 5동 6동 건물 위(작물재배사)",,195,380,60,2020-02-07,2021-07-30,2020-08-10,,,,,"이천시 설성면 장천리 717 작물재배사 1,4,5,6동 건물 위",,"전, 농림지역,농업보호구역, 지적 4,736.4 설치 1,161.22 작물재배사 1,4,5,6동 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,청강2호기 태양광발전소,,"경기도 이천시 설성면 장천리 717번지 1동, 4동, 5동 6동 건물 위(작물재배사)",195,380,60,2020-02-07,,,,,,,건물,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,운영중,청광5호 태양광발전소,,"경기도 이천시 장호원읍 대서리 347-1,354-4",99.28,380,60,2018-07-20,,2019-09-23,,,37.10623727,127.5726242,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,청광5호 태양광발전소,"경기도 이천시 장호원읍 대서리 347번지 1호 , 354-4",,99.28,380,60,2018-07-20,2021-07-19,2019-01-23,,,37.10651501,127.5729525,"장호원읍 대서리 347-1,354-4",,"전, 생산관리지역, 지적 6,985㎡, 설치 1,031㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,청미1호태양광발전소,경기도 이천시 장호원읍 나래리 288번지 3호,,97.2,380,60,2018-05-30,2021-05-29,2018-10-12,,,,,이천시 장호원읍,,"답, 생산관리지역, 지적 4,793제곱미터, 설치 1,180제곱미터, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,청미1호태양광발전소,,경기도 이천시 장호원읍 나래리 288-3,97.2,380,60,2018-05-30,,2019-06-28,,,37.16873072,127.5879212,농지,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,운영중,청미태양광발전소,,경기도 이천시 장호원읍 나래리 288-3,99.75,380,60,2018-01-10,,2018-08-30,,,37.16873072,127.5879212,농지,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,청미태양광발전소,경기도 이천시 장호원읍 나래리 288번지 3호,,99.75,380,60,2018-01-10,2021-01-09,2018-07-09,,,,,이천시 장호원읍,,"생산관리, 절대보호구역(나래초등학교), 답, 지적 : 4,793  사용 : 1,180  토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,청백그린솔라 태양광발전소,,경기도 이천시 장호원읍 나래리 산82,99.36,380,60,2018-09-07,2020-02-28,,,,37.18331162,127.580117,임야,임야,,2021-06-02
이천시,이천시,전기사업용,발전사업용,인허가,청백그린솔라 태양광발전소,경기도 이천시 백사면 모전리 763번지,,99.36,380,60,2018-09-07,2020-02-28,,,,37.29910721,127.4684297,백사면 모전리 763(토지위),,"임야, 계획관리지역, 지적 4,535㎡, 설치 1,028㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,청송 태양광발전소,경기도 이천시 설성면 장능리 산 89번지,,350,380,60,2018-02-22,2021-02-21,2019-10-11,,,37.11393304,127.5254839,이천시 설성면 장능리 산89,,"임야, 계획관리지역, 장능리 279-14",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,청암 태양광발전소,"경기도 이천시 부발읍 아미리 4번지 13호 , 4-26, 4-27",,98.55,380,60,2018-10-04,2020-03-26,2019-04-01,,,37.26748383,127.5162638,"이천시 부발읍 아미리 4-13, 4-26, 4-27",,"대, 도시지역, 자연녹지지역 지적 2,012㎥, 설치 580㎥, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,청암 태양광발전소,,"경기도 이천시 부발읍 아미리 4-13, 4-26, 4-27",98.55,380,60,2018-10-04,,2019-04-01,,,37.26748383,127.5162638,건물,대지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업허가,청운1태양광발전소,,"경기도 이천시 모가면 진상미로 1350, 1, 2, 3동",99.9,380,60,2019-06-12,2020-12-02,,,,37.17665726,127.4799369,건물,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,청운1태양광발전소,"경기도 이천시 모가면 진상미로 1350, 1, 2, 3동",,99.9,380,60,2019-06-12,2020-12-02,2021-11-03,,,37.17665726,127.4799369,"이천시 모가면 진가리 534, 1, 2, 3동(건물 위)",,"답, 농림지역, 지적 3,529㎡, 설치 526㎡, 버섯재배사 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,허가취소,청정태양광발전소,,경기도 이천시 장호원읍 어석리 산 97-1,99,380,60,2014-09-16,,,,,37.11123995,127.5925077,농지,임야,,2021-06-02
이천시,이천시,전기사업용,발전사업용,인허가취소,청정태양광발전소,경기도 이천시 장호원읍 어석리 산 97번지 1호,,99,380,60,2014-09-16,2017-09-15,,,,37.11123995,127.5925077,이천시,,"보전관리지역,  준보전산지,  임야,  지적면적 : 12,298㎡,  수평투영면적 : 640.6㎡",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,청풍에너지3호태양광발전소,"경기도 이천시 장호원읍 대서리 347번지 1호 ,354-4",,99.28,380,60,2018-07-20,2021-07-19,2019-07-01,,,37.10651501,127.5729525,"장호원읍 대서리 347-1,354-4",,"전, 생산관리지역, 지적 6,985㎡, 설치 1,054㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,청풍에너지3호태양광발전소,,"경기도 이천시 장호원읍 대서리 347-1,354-4",99.28,380,60,2018-07-20,,2019-09-23,,,37.10623727,127.5726242,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,초이스 태양광발전소,경기도 이천시 대월면 부필리 17-26,,19.92,220,60,2020-07-27,2022-01-17,2020-12-10,,,37.22152116,127.516175,경기도 이천시 대월면 부필리 17-26(1동 건물 위)],,"공장용지, 계획관리지역, 부지 991, 건축 317, 사용97.88 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,최대영 태양광발전소,경기도 이천시 백사면 지읍로102번길 32,,9,220,60,2012-04-02,2015-04-01,2012-06-12,,,37.31988196,127.4827205,백사면,,토지 위,2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,최부영 태양광발전소,경기도 이천시 장호원읍 복숭아로 72-89,,12,220,60,2012-02-15,2015-02-14,2012-04-30,,,37.10872833,127.6127528,장호원읍,,토지 위,2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,최부영 태양광발전소(2),경기도 이천시 장호원읍 복숭아로 72-84,,60,380,60,2012-06-04,2015-06-05,2012-10-30,,,37.10842211,127.612471,건물 위,,,2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,최부영4태양광발전소,"경기도 이천시 장호원읍 진암리 680번지 , 679-9, 산 68-9",,96.48,380,60,2017-01-26,2020-01-25,,,,37.10834801,127.612038,이천시 장호원읍,,"도시지역, 자연녹지지역,  임야, 과수원, 전,  지적면적 : 3,346㎥,  수평투영면적 : 538.56㎥,  토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,최현규 태양광발전소,경기도 이천시 백사면 현방리 23-4,,16.6,220,60,2020-07-27,2022-01-17,2020-12-09,,,37.33984906,127.4988146,경기도 이천시 백사면 현방리 23-4 (건물 위),,"대지, 농림지역, 부지 658, 건축101.08 사용 82.37 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,춘옥 태양광발전소,경기도 이천시 호법면 단천리 26번지 5호,,79.17,380,60,2020-06-15,2021-12-06,,,,,,이천시 호법면 단천리 26-5,,"대지, 보전관리지역, 건축 5,927 사용 408, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,치원 태양광발전소,경기도 이천시 설성면 설장로 171-47,,99.36,380,60,2021-08-02,2023-02-02,,,,37.13507939,127.5380665,건물 위,,"답, 농림지역, 건축면적 459.9㎡, 설치면적 459.9㎡, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,케이디태양광발전소,"경기도 이천시 장호원읍 대서리 347번지 1호 ,354-4",,99.28,380,60,2018-07-20,2021-07-19,2019-01-23,,,37.10651501,127.5729525,"장호원읍 대서리 347-1,354-4",,"전, 생산관리지역, 지적 6,985㎡, 설치 1,066㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,케이디태양광발전소,,"경기도 이천시 장호원읍 대서리 347-1,354-4",99.28,380,60,2018-07-20,,2019-06-28,,,37.10623727,127.5726242,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,케이원태양광발전소,"경기도 이천시 장호원읍 와현리 34번지 3호 , 산19-4",,99.28,380,60,2018-06-15,2021-06-14,2019-07-20,,,37.16945523,127.5980376,이천시 장호원읍,,"임, 전, 계획관리지역, 지적 10,401제곱미터, 설치 957제곱미터, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,케이원태양광발전소,,"경기도 이천시 장호원읍 와현리 34-3,산19-4",99.28,380,60,2018-06-15,,2019-11-26,,,,,임야,임,,2021-06-02
이천시,이천시,전기사업용,발전사업용,인허가,케이탑파워2호 태양광발전소,경기도 이천시 장호원읍 풍계리 산 58번지,,99.36,380,60,2018-09-21,2021-09-20,,,,37.16234079,127.6115028,이천시 장호원읍 풍계리 산58,,"임야, 계획관리지역, 보전관리지역, 지적 34,434㎡, 설치 1,636㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,인허가,코아씨앤티 태양광발전소,경기도 이천시 신둔면 황무로338번길 161-1,,185.25,380,60,2022-04-14,2023-10-13,,,,37.29705644,127.383311,건물 위,,"공장용지, 계획관리지역, 건축면적 983.94㎡, 설치면적 872㎡ (건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,퀸스태양광발전소,"경기도 이천시 설성면 제요리 719번지 3호 , 720-3, 721, 722-2",,97.2,380,60,2018-09-14,2021-09-13,2019-08-07,,,37.11784726,127.5427595,"이천시 설성면 제요리 719-3, 720-3, 721, 722-2",,"답, 농림지역, 지적 6,001㎡, 설치 1,323㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,퀸스태양광발전소,,"경기도 이천시 설성면 제요리 719-3, 720-3, 721, 722-2",97.2,380,60,2018-09-14,,2019-09-03,,,37.11784726,127.5427595,농지,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,크로바 태양광발전소,경기도 이천시 부발읍 부발역로 168-44,,30,380,60,2013-10-22,2016-11-21,2014-05-22,,,37.26186919,127.5017819,토지 위,,,2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,큰못골협동조합 태양광발전소,경기도 이천시 장호원읍 복숭아로36번길 4,,10,220,60,2021-04-06,2022-10-06,2021-08-18,,,37.1118683,127.6095497,장호원읍 진암리 552,,"대, 도시지역, 자연녹지지역, 자연취락지구, 건축면적 96.84㎡, 설치면적 49.56㎡, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,키스트론 서울청과 R&D센터 태양광발전소,경기도 이천시 부발읍 황무로1833번길 76-1,,82.88,380,60,2018-11-20,2020-05-12,2019-05-07,,,37.26101981,127.5221719,이천시 부발읍 송온리 326(건물 위),,"대, 계획관리지역, 지적 17,725㎥, 설치 446.5㎥, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,타스태양광발전소,,"경기도 이천시 설성면 제요리 720-3, 721",97.2,380,60,2018-09-14,,2019-09-03,,,37.11807441,127.5423448,농지,답,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,타스태양광발전소,"경기도 이천시 설성면 제요리 720번지 3호 , 721",,97.2,380,60,2018-09-14,2021-09-13,2019-08-07,,,37.11807441,127.5423448,"이천시 설성면 제요리 720-3, 721",,"답, 농림지역, 지적 3,349㎡, 설치 1,522㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,허가취소,태성농장태양광발전소,,경기도 이천시 설성면 설가로321번길 116-90,95.04,380,60,2017-06-29,,,,,37.16694163,127.5035256,건물,목장용지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,인허가취소,태성농장태양광발전소,경기도 이천시 설성면 설가로321번길 116-90,,95.04,380,60,2017-06-29,2020-06-28,,,,37.16694163,127.5035256,이천시 설성면,,"농림지역,  답,  지적면적 : 3,347㎡,  건축면적 : 1,303.4㎡,  수평투영면적 : 550㎡,  건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,태양태양발전소,"경기도 이천시 호법면 매곡리 284번지 1호 , 284-2, 284-4",,54.4,380,60,2018-01-29,2021-01-28,2018-11-08,,,37.20957728,127.3854519,이천시 호법면,,"잡종지, 목장용지, 농림지역,농업진흥구역, 비행안전제2구역, 건축 643.5 수평투영 643 건물위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,태양태양발전소,,"경기도 이천시 호법면 매곡리 284-1,-2,-4,-8 (건물위)",54.4,380,60,2018-01-29,,2018-11-08,,,37.20957728,127.3854519,건물,창고용지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,운영중,태용태양광발전소,,경기도 이천시 신둔면 인후리 174-1,99,380,60,2017-06-21,,2018-04-03,,,37.30238307,127.3781948,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,태용태양광발전소,경기도 이천시 신둔면 인후리 174번지 1호,,99,380,60,2017-06-21,2020-06-20,2018-02-06,,,,,이천시 신둔면,,"생산관리지역,  전,  지적면적 : 3,974㎡,  수평투영면적 : 576㎡,  토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,공사진행,태원 태양광발전소,경기도 이천시 신둔면 원적로501번길 86-32,,99.84,380,60,2021-11-22,2023-05-22,,,,37.32656783,127.4450867,,,"잡종지, 농림지역, 건축면적 738.1㎡, 설치면적 481.67㎡ (1동 건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,태정3호태양광발전소,,경기도 이천시 설성면 제요리 40번지 15호,99.33,380,60,2018-12-28,2021-12-27,,,,37.12151566,127.560035,농지,전,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,태정3호태양광발전소,경기도 이천시 설성면 제요리 40번지 15호,,99.33,380,60,2018-12-28,2021-12-27,2020-05-26,,,37.12084601,127.560649,이천시 설성면 제요리 40-15,,"전, 계획관리지역, 지적 8,522㎡, 설치 1,024㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,태태양광발전소,,경기도 이천시 마장면 장암리 285-5 (건물위),76.32,380,60,2018-01-29,,2018-05-16,,,37.27431913,127.398506,건물,임야,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,태태양광발전소,경기도 이천시 마장면 서이천로 601,,76.32,380,60,2018-01-29,2021-01-28,2018-05-04,,,37.27431913,127.398506,이천시 마장면,,"창고용지, 계획관리지역, 건축 645 수평투영 645 지적 2,130 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,공사진행,태평양 태양광발전소,경기도 이천시 장호원읍 진상미로 39,,99.51,380,60,2021-10-21,2023-04-21,,,,37.10450202,127.5619217,건물 위,,"답, 농림지역, 건축면적 423.14㎡, 설치면적 423.14㎡, (3,4동 건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,통미1호 태양광발전소,,경기도 이천시 장호원읍 나래리 262번지 1호,99.6,380,60,2020-04-29,,,,,37.16791239,127.5960013,건물,잡,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,통미1호 태양광발전소,경기도 이천시 장호원읍 나래리 262번지 1호,,99.6,380,60,2020-04-29,2021-10-20,2020-11-30,,,37.16720108,127.5947548,경기도 이천시 장호원읍 나래리 262-1 (건물 위),,"잡종지, 계획관리지역, 지적 5,583㎡, 설치 1,453㎡, 건물 위(축사)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,통미2호 태양광발전소,경기도 이천시 장호원읍 나래리 262번지 1호,,99.6,380,60,2020-04-29,2021-10-20,2020-12-29,,,37.16720108,127.5947548,경기도 이천시 장호원읍 나래리 262-1 (건물 위),,"잡종지, 계획관리지역, 지적 5,583㎡, 설치 1,453.22㎡, 건물 위(축사)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,통미2호 태양광발전소,,경기도 이천시 장호원읍 나래리 262번지 1호,99.6,380,60,2020-04-29,,,,,37.16791239,127.5960013,건물,잡종지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,통미3호 태양광발전소,경기도 이천시 장호원읍 나래리 262번지 1호,,99.6,380,60,2020-04-29,2021-10-20,2020-11-30,,,37.16720108,127.5947548,경기도 이천시 장호원읍 나래리 262-1 건물 위,,"잡종지, 계획관리지역, 지적 5,583㎡, 설치 1,453.22㎡, 건물 위(축사)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업허가,통미3호 태양광발전소,,경기도 이천시 장호원읍 나래리 262번지 1호,99.6,380,60,2020-04-29,,,,,37.16791239,127.5960013,건물,잡종지,,2021-06-02
이천시,이천시,전기사업용,발전사업용,사업개시,투데이태양광발전소,"경기도 이천시 설성면 행죽리 127번지 8호 , 127-9, 127-13",,97.2,380,60,2018-07-26,2021-07-25,2019-06-24,,,37.11395865,127.535925,"설성면 행죽리 산22-1, 127-3",,"임야, 전, 계획관리지역, 지적 7,438㎡, 설치 1,697㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,투데이태양광발전소,,"경기도 이천시 설성면 행죽리 산22-1, 127-3",97.2,380,60,2018-07-26,,2019-07-16,,,,,임야,"임야,전",,2021-06-02
이천시,이천시,전기사업용,발전사업용,공사진행,트윈솔라2 태양광발전소,경기도 이천시 장호원읍 진상미로 39,,99.51,380,60,2021-10-21,2023-04-21,,,,37.10450202,127.5619217,건물 위,,"답, 농림지역, 건축면적 418.6㎡, 설치면적 418.6㎡, (7,8동 건물 위)",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,파이썬태양광발전소,"경기도 이천시 설성면 제요리 723번지 724-1, 724-2",,97.2,380,60,2018-12-20,2021-12-19,2020-06-05,,,,,"이천시 설성면 제요리 723, 724-1, 724-2",,"답, 농림지역, 지적 7,530㎡, 설치 1,530㎡, 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,펠리즈 태양광발전소,경기도 이천시 신둔면 고척리 311-15,,16.8,380,60,2020-09-01,2022-02-22,2021-03-22,,,37.28739919,127.3800317,경기도 이천시 신둔면 고척리 311-15 (건물 위),,"대지, 계획관리지역, 건축면적 125.15㎡, 설치면적 80.36㎡, 설비용량 16.8kw, 건물 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,사업개시,필1호태양광발전소,경기도 이천시 장호원읍 풍계리 산 58번지,,99.28,380,60,2018-03-12,2021-03-11,2019-01-11,,,37.16234079,127.6115028,이천시 장호원읍,,"임야, 계획관리, 보전관리, 지적 34,434 설치면적 1,003 토지 위",2022-05-26
이천시,이천시,전기사업용,발전사업용,운영중,필1호태양광발전소,,경기도 이천시 장호원읍 풍계리 산58,99.28,380,60,2018-03-12,,2019-01-11,,,37.16234079,127.6115028,임야,임야,,2021-06-02
이천시,이천시,전기사업용,발전사업용,허가취소,하늘 태양광발전소,,"경기도 이천시 율면 오성리 439-15,-16,-19,-29",99.45,380,60,2018-12-21,,,,,37.06957461,127.5455431,농지,전,,2021-06-02
